"codiceOrigine","codiceMeccanografico","descrizione","annoCorsoInizio","durataAnni","terminale","attivo"
"7","IA07","INDIRIZZO GENERALE PROSECUZIONE LINGUA STRANIERA","","","NO","SI"
"8","IA08","VITICOLTURA ED ENOLOGIA - TVTA010009","","","NO","SI"
"9","IA10","VITICOLTURA ED ENOLOGIA - TPTA01000V","","","NO","SI"
"10","IA11","QUINQUENNIO TERRITORIO","","","NO","SI"
"2","IA01","VITICOLTURA-ENOLOGIA","","","NO","SI"
"11","IA14","INDIRIZZO GENERALE - CNTA01000C","","","NO","SI"
"12","IA15","INDIRIZZ0 GENERALE - TVTA010009","","","NO","SI"
"13","IA16","QUINQUENNIO AGRO-INDUSTRIALE","","","NO","SI"
"14","IA17","VITICULTURA ED ENOLOGIA - BATA010009","","","NO","SI"
"15","IA18","INDIRIZZO CERERE UNITARIO-MODULO AGRO INDUSTRIALE","","","NO","SI"
"16","IA25","MODIFICA MATEMATICA E FISICA SEZ.GEOM.(P.N.I.)-BIENNIO","","","NO","SI"
"17","IA26","VITICOLTURA ED ENOLOGIA - APTA010009","","","NO","SI"
"18","IA28","BIENNIO - MODIFICA MATEMATICA E FISICA (PIANO NAZ. INFORM.)","","","NO","SI"
"19","IA30","BIENNIO - MODIFICA MATEMATICA - P.N.I.","","","NO","SI"
"20","IA32","INDIRIZZO ""CERERE UNITARIO""AGRO AMBIENTALE","","","NO","SI"
"21","IA33","INDIRIZZO GIURIDICO ECONOMICO AZIENDALE ""IGEA""","","","NO","SI"
"22","IA34","BIENNIO VITICOLTURA ED ENOLOGIA CERERE UNITARIO","","","NO","SI"
"23","IA35","VITICOLTURA ED ENOLOGIA ""CERERE"" CTTA01000V","","","NO","SI"
"24","IA36","VITICOLTURA ED ENOLOGIA ""CERERE""","","","NO","SI"
"25","IA38","VITICOLTURA ED ENOLOGIA - SITA01000P","","","NO","SI"
"26","IA40","MODIFICA MATEMATICA (P.N.I.) SEZ. GEOM.","","","NO","SI"
"27","IA41","INDIRIZZO GENERALE SEZ. GEOMETRI","","","NO","SI"
"28","IA42","INDIRIZZO GENERALE ""CERERE 90""","","","NO","SI"
"29","IA43","SPERIMENTALE EDILE TERRITORIALE AMBIENTALE ""CINQUE""","","","NO","SI"
"30","IA44","MODIFICA MATEM. E FISICA (P.N.I.) BIENNIO E TRIENNIO","","","NO","SI"
"31","IAAA","MODIFICA MATEMATICA (P.N.I.) BIENNIO E TRIENNIO","","","NO","SI"
"32","IAAB","QUINQUENNIO BIOLOGICO","","","NO","SI"
"33","IAAC","INDIRIZZO ""CERERE""UNITARIO-MODULO VIVAISMO E COLTURE PROTETTE","","","NO","SI"
"34","IAAD","INDIRIZZO CERERE UNITARIO-MODULO VIVAISMO E COLTURE PROTETTE","","","NO","SI"
"35","IAAE","INDIRIZZO CERERE UNITARIO-MODULO AGRO AMBIENTALE","","","NO","SI"
"36","IAAF","INDIRIZZO CERERE UNITARIO-MODULO AGRO TERRITORIALE","","","NO","SI"
"37","IAAG","INDIRIZZO CERERE UNITARIO-MODULO VALOR.PRODUZ.ANIMALI","","","NO","SI"
"38","IAAH","INDIRIZZO SPERIM. PRODUZIONI BIOLOGICHE E RISORSE NATURALI","","","NO","SI"
"39","IAAI","BIENNIO RIENTRI FORMATIVI INDIRIZZO GEOMETRI SIRIO SERALE","","","NO","SI"
"40","IAAJ","TRIENNIO RIENTRI FORMATIVI INDIRIZZO GEOMETRI SIRIO SERALE","","","NO","SI"
"41","IAAK","INDIRIZZO ""CERERE""UNITARIO - MODULO AGRO AMBIENTALE","","","NO","SI"
"42","IAAL","INDIRIZZO""CERERE""UNITARIO - MODULO AGRO TERRITORIALE","","","NO","SI"
"43","IAAM","INDIRIZZO ""CERERE"" UNITARIO MODULO VALOR.PRODUZ.ANIMALI","","","NO","SI"
"44","LA01","SEZIONE I (ACCADEMICA)","","","NO","SI"
"45","LA02","SEZIONE II (ARCHITETTURA)","","","NO","SI"
"46","LAA1","BIENNIO DI ORIENTAMENTO (RIFORMA DEI CICLI)","","","NO","SI"
"47","LAA2","ARTE E RESTAURO METALLI MICHELANGELO","","","NO","SI"
"48","LAA3","ARTE E RESTAURO CERAMICA MICHELANGELO","","","NO","SI"
"49","LAA4","ARTE E RESTAURO TESSUTO E RICAMO MICHELANGELO","","","NO","SI"
"50","LAA5","ARTE E RESTAURO LIBRO MICHELANGELO","","","NO","SI"
"51","LAA6","ARTE E RESTAURO VETRO MICHELANGELO","","","NO","SI"
"52","LAA7","ARTE E RESTAURO CORALLO MICHELANGELO","","","NO","SI"
"53","LAA8","ARTE E RESTAURO MOSAICO MICHELANGELO","","","NO","SI"
"54","LAA9","ARTE E RESTAURO ALABASTRO MICHELANGELO","","","NO","SI"
"55","LAAA","ARTISTICO-PLASTICO-PITTORICO","","","NO","SI"
"56","LAAB","BIENNIO COMUNE - RMSL05000B","","","NO","SI"
"57","LAAC","ARCHITETTURA E DESIGN","","","NO","SI"
"58","LAAD","GRAFICO VISIVO","","","NO","SI"
"59","LAAE","FIGURATIVO","","","NO","SI"
"60","LAAF","CATALOGAZIONE E CONSERVAZIONE DEI BENI CULTURALI","","","NO","SI"
"61","LAAG","CATALOGAZ. E CONSERVAZ. BENI CULTURALI I","","","NO","SI"
"62","LAAH","FIGURATIVO I","","","NO","SI"
"63","LAAI","GRAFICO VISIVO I","","","NO","SI"
"64","LAAJ","DISEGNO INDUSTRIALE 1 MICHELANGELO","","","NO","SI"
"65","LAAK","MATERIE COMUNI MICHELANGELO","","","NO","SI"
"66","LAAL","P.N.I. TIPO C","","","NO","SI"
"67","LAAM","LETTERATURA ITALIANA E STORIA - CASL01000N","","","NO","SI"
"68","LAAN","ARCHITETTURA E DESIGN I","","","NO","SI"
"69","LAAO","ARCHITETTURA E DESIGN II","","","NO","SI"
"70","LAAP","GRAFICO - VISIVO II","","","NO","SI"
"71","LAAQ","FIGURATIVO II","","","NO","SI"
"72","LAAR","CATALOGAZ. E CONSERVAZ. BENI CULTURALI II","","","NO","SI"
"73","LAAS","GRAFICO-VISIVO - SOSL020013","","","NO","SI"
"74","LAAT","ARCHITETTURA- PDSL01000P","","","NO","SI"
"75","LAAU","RESTAURO,CATALOG. E CONSERVAZ.BENI CULT.E AMB.-VISL02000P","","","NO","SI"
"76","LAAV","MATERIE COMUNI MICHELANGELO SERALE","","","NO","SI"
"77","LAAW","ARTI VISUALI - TASL01000D","","","NO","SI"
"78","LAAX","GRAFICO-FIGURATIVO - VISL02000P","","","NO","SI"
"79","LAAY","ARCHITETTURA E DESIGN - VISL02000P","","","NO","SI"
"80","LAAZ","ARCHITETTURA E INDUSTRIAL DESIGN - TASL01000D","","","NO","SI"
"81","LABA","CATAL.E CONSERV. BENI CULT. E AMB.-TASL01000D","","","NO","SI"
"82","LABB","ORGANICO FUNZIONALE - A047","","","NO","SI"
"83","LABC","MUSICALE CUNEO","","","NO","SI"
"84","LABD","MUSICALE LUCCA","","","NO","SI"
"85","LABE","MUSICALE TEMPIO PAUSANIA","","","NO","SI"
"86","LABF","MUSICALE BRINDISI","","","NO","SI"
"87","LABG","ARTISTICO - BOSL01000Q","","","NO","SI"
"88","LABH","ARTE E RESTAURO OPERE LAPIDEE MICHELANGELO","","","NO","SI"
"89","LABI","ARTE E RESTAURO OPERE PITTORICHE MICHELANGELO","","","NO","SI"
"1","IA00","INDIRIZZO GENERALE","","","NO","SI"
"90","LABJ","ARTE E RESTAURO ORO E METALLI PREZIOSI MICHELANGELO","","","NO","SI"
"91","LABK","PITTURA E DECORAZIONE PITTORICA MICHELANGELO","","","NO","SI"
"92","LABL","SCULTURA E DECORAZIONE PLASTICA MICHELANGELO","","","NO","SI"
"93","LABM","MODA E COSTUME - MICHELANGELO","","","NO","SI"
"94","LABN","GRAFICA - MICHELANGELO","","","NO","SI"
"95","LABP","IMMAGINE FOTOGR. FILM. E TELEV. MICHELANGELO","","","NO","SI"
"96","LABQ","RILIEVO E CATALOGAZIONE - MICHELANGELO","","","NO","SI"
"97","LABR","ARCHITETTURA E ARREDO - MICHELANGELO","","","NO","SI"
"2764","TLAK","IND.SPER.INDUSTRIA E TERZIARIO AVANZATO AMBIENTE","","","NO","SI"
"2765","TLAL","INDIRIZZO SPERIMENTALE EDILE TERRITORIALE","","","NO","SI"
"2766","TLAM","IND.SPER.IND.E TERZ.AVANZ.AMMINISTRAZIONE E CONTROLLO","","","NO","SI"
"2767","TLAN","INDIRIZZO SPER.COSTRUZIONI,INFRASTRUTTURE TERRIT.,SALVAG.URBAN.","","","NO","SI"
"2768","TLAP","ORGANICO FUNZIONALE","","","NO","SI"
"2769","TLAQ","INDIRIZZO SPERIMENTALE ATTIVITA' GESTIONALI","","","NO","SI"
"2873","TT03","INDIRIZZO GENERALE - GETN01000G","","","NO","SI"
"2770","TLAR","INDIRIZZO SPERIMENTALE PER LA SALUTE","","","NO","SI"
"2885","TTAG","IND.SPER.SERV.E TERZ.AVANZ.COMUNICAZIONE E MARKETING","","","NO","SI"
"2886","TTBD","QUINQUENNIO TURISTICO ""ITER""","","","NO","SI"
"2887","TTSA","BIENNIO - MITN02000X","","","NO","SI"
"2888","TTSB","LINGUISTICO - MITN02000X","","","NO","SI"
"2889","TTSE","QUINQUENNIO LINGUISTICO","","","NO","SI"
"2890","TTSG","MODIFICA MATEMATICA E FISICA BIENNIO (P.N.I.)","","","NO","SI"
"2891","IW60","MUSICALE SPERIMENTALE","1","5","SI","SI"
"2892","zzzz","TRIENNIO RIENTRI FORMATIVI SIRIO - INDIRIZZO MECCANICA (non codificato)","","","NO","SI"
"2883","TTAE","TRIENNIO RIENTRI FORMATIVI INDIRIZZO TURISTICO SIRIO SERALE","","","NO","SI"
"2781","TLSL","UMANISTICO OPERATORI BENI CULTURALI - RETL020003","","","NO","SI"
"2782","TLSM","MODIFICA MATEMATICA - BIENNIO (P.N.I.)","","","NO","SI"
"2783","TLSN","MODIFICA FISICA BIENNIO - P.N.I.","","","NO","SI"
"2784","TLSP","SPERIMENTALE EDILE TERRITORIALE AMBIENTE ""CINQUE""","","","NO","SI"
"2785","TLSQ","MODIFICA MATEMATICA - BIENNIO E TRIENNIO (P.N.I.)","","","NO","SI"
"2786","TS00","INDIRIZZO GENERALE","","","NO","SI"
"2787","TS01","DIRIGENTI DI COMUNITA'","","","NO","SI"
"2788","TS02","ECONOME DIETISTE","","","NO","SI"
"2789","TS03","PERITI AZIENDALI","","","NO","SI"
"2790","TS05","QUINQUENNIO BIOLOGICO","","","NO","SI"
"2791","TS16","IND. GIUR. ECONOMICO AZIENDALE ""IGEA""","","","NO","SI"
"2792","TSAA","MOD.MATEMATICA SEZ.PERITI AZ.LI (P.N.I.) - BIENNIO E TRIENNIO","","","NO","SI"
"2793","TSAB","QUINQUENNIO LINGUISTICO","","","NO","SI"
"2794","TSAC","IND.SPER.SERVIZI E TERZIARIO AVANZATO TURISTICO","","","NO","SI"
"2795","TSAD","QUINQUENNIO LING. AZ.LE TURISTICO","","","NO","SI"
"2796","TSAE","ECONOME DIETISTE","","","NO","SI"
"2797","TSAF","TRIENNIO PROGRAMMATORI (MERCURIO)","","","NO","SI"
"2798","TSAG","QUINQUENNIO BIOLOGICO","","","NO","SI"
"2799","TSAH","QUINQUENNIO BIOLOGICO","","","NO","SI"
"2800","TSAI","QUINQUENNIO SCIENTIFICO TECNOLOGICO","","","NO","SI"
"2801","TSAJ","QUINQUENNIO SCIENTIFICO TECNOLOGICO","","","NO","SI"
"2802","TSAK","QUINQUENNIO SCIENTIFICO TECNOLOGICO","","","NO","SI"
"2803","TSAL","QUINQUENNIO SCIENTIFICO TECNOLOGICO","","","NO","SI"
"2804","TSAM","LINGUISTICO AZIENDALE""ERICA""","","","NO","SI"
"2805","TSAN","INDIRIZZO SPERIMENTALE PER LA SALUTE","","","NO","SI"
"2806","TSAP","INDIRIZZO GENERALE ISTITUTO TURISMO","","","NO","SI"
"2807","TSAQ","QUINQUENNIO TURISTICO ""ITER""","","","NO","SI"
"2808","TSAR","QUINQUENNIO BIOLOGICO","","","NO","SI"
"2809","TSAS","QUINQUENNIO SCIENTIFICO TECNOLOGICO","","","NO","SI"
"2810","TSAT","INDIRIZZO LINGUISTICO AZIENDALE ""ERICA""","","","NO","SI"
"2811","TSAU","ORGANICO FUNZIONALE - A042","","","NO","SI"
"2812","TSAV","RAGIONIERI PROGRAMMATORI","","","NO","SI"
"2813","TSAW","PROGRAMMATORI ""MERCURIO""","","","NO","SI"
"2814","TSCA","II LINGUA INGLESE QUINQUENNIO LINGUISTICO AZIENDALE","","","NO","SI"
"2815","TSCB","QUINQUENNIO LINGUISTICO","","","NO","SI"
"2816","TSCD","QUINQUENNIO SCIENTIFICO TECNOLOGICO","","","NO","SI"
"2817","TSCE","QUINQUENNIO SOCIO-PSICO-PEDAGOGICO","","","NO","SI"
"2818","TSCF","QUINQUENNIO TESSILE","","","NO","SI"
"2819","TSCH","QUINQUENNIO BIOLOGICO","","","NO","SI"
"2820","TSCI","QUINQUENNIO BIOLOGICO","","","NO","SI"
"2821","TSCL","QUINQUENNIO BIOLOGICO","","","NO","SI"
"2822","TSCM","QUINQUENNIO BIOLOGICO","","","NO","SI"
"2823","TSCN","QUINQUENNIO BIOLOGICO","","","NO","SI"
"2824","TSCO","QUINQUENNIO BIOLOGICO","","","NO","SI"
"2825","TSHJ","QUINQUENNIO BIOLOGICO","","","NO","SI"
"2826","TSHR","QUINQUENNIO LINGUISTICO","","","NO","SI"
"2827","TSHS","QUINQUENNIO LINGUISTICO","","","NO","SI"
"2828","TSHT","QUINQUENNIO BIOLOGICO","","","NO","SI"
"2829","TSHV","QUINQUENNIO SCIENTIFICO TECNOLOGICO","","","NO","SI"
"2830","TSLM","QUINQUENNIO BIOLOGICO","","","NO","SI"
"2831","TSLN","QUINQUENNIO BIOLOGICO","","","NO","SI"
"2832","TSLP","QUINQUENNIO BIOLOGICO","","","NO","SI"
"2833","TSS0","QUINQUENNIO BIOLOGICO - SANITARIO - AQTE01000T","","","NO","SI"
"2834","TSS5","BIENNIO - MITE01000V","","","NO","SI"
"2835","TSS6","LINGUISTICO - MITE01000V","","","NO","SI"
"2836","TSS9","QUINQUENNIO BIOLOGICO","","","NO","SI"
"2837","TSSE","MODIFICA MATEMATICA E FISICA SEZ. PERITI AZ.LI - BIENNIO (P.N.I.)","","","NO","SI"
"2838","TSSG","BIENNIO - ROTE010002","","","NO","SI"
"2839","TSSH","BIOLOGICO SANITARIO - ROTE010002","","","NO","SI"
"2840","TSSI","LINGUISTICO - ROTE010002","","","NO","SI"
"2841","TSSJ","BIENNIO - CATE010004","","","NO","SI"
"2842","TSSK","BIOLOGICO SANITARIO - CATE010004","","","NO","SI"
"2843","TSSL","LINGUISTICO MODERNO - CATE010004","","","NO","SI"
"2844","TSSP","BIENNIO - FITE010008","","","NO","SI"
"2845","TSSQ","BIOLOGICO SANITARIO - FITE010008","","","NO","SI"
"2846","TSSR","BIENNIO  - FOTE01000D","","","NO","SI"
"2847","TSSX","SERVIZI SOCIALI - ANTE01000L","","","NO","SI"
"2848","TST0","ARTISTICO - VITE01000E","","","NO","SI"
"2849","TST6","TRIENNIO TESSILE","","","NO","SI"
"2850","TST7","GIURIDICO ECONOMICO AZIENDALE","","","NO","SI"
"2851","TSTA","QUINQUENNIO LINGUISTICO","","","NO","SI"
"2852","TSTB","BIENNIO - PDTE010005","","","NO","SI"
"2853","TSTC","LINGUISTICO - PDTE010005","","","NO","SI"
"2854","TSTD","TECNICO DI LABORATORIO CHIMICO BIOLOGICO - PDTE010005","","","NO","SI"
"2855","TSTJ","QUINQUENNIO BIOLOGICO SANITARIO - SATE01000V","","","NO","SI"
"2856","TSTU","QUINQUENNIO BIOLOGICO","","","NO","SI"
"2857","TSTW","BIENNIO - TSTE01000D","","","NO","SI"
"2858","TSTX","BIOLOGICO SANITARIO - TSTE01000D","","","NO","SI"
"2859","TSTY","BIENNIO - VITE01000E","","","NO","SI"
"2860","TSUA","LINGUISTICO MODERNO - FOTE01000D","","","NO","SI"
"2763","TLAJ","IND.SPER.INDUSTRIA E TERZIARIO AVANZ.TECNOL.INF. E COMUNICAZIONE","","","NO","SI"
"2861","TSUB","BIOLOGICO SANITARIO - FOTE01000D","","","NO","SI"
"2862","TSUC","TECNICO ABBIGLIAMENTO - FOTE01000D","","","NO","SI"
"2863","TSUE","MOD.MATEMATICA SEZ.PERITI AZIENDALI - BIENNIO P.N.I.","","","NO","SI"
"2667","TFCZ","CHIMICO (NUOVI PROGRAMMI)","3","3","SI","SI"
"2668","TFD1","SEZIONE AERONAUTICA NAVIGAZIONE AEREA","","","NO","SI"
"2669","TFD2","TECNOLOGIE ALIMENTARI SPER.","","","NO","SI"
"2670","TFD3","INDUSTRIA OTTICA SPER.","","","NO","SI"
"2671","TFD4","INDUSTRIA NAVALMECCANICA SPER.","","","NO","SI"
"2672","TFD5","BIENNIO RIENTRI FORMATIVI SIRIO - SETTORE INDUSTRIALE","","","NO","SI"
"2097","RRMV","OPERATORE COMMERCIALE SERALE","","","NO","SI"
"2098","RRNA","ODONTOTECNICO NUOVO ORDINAMENTO SERALE","","","NO","SI"
"2099","RRS8","INDIRIZZO ECONOMICO AZIENDALE - FIRC06000E","","","NO","SI"
"2100","RRS9","INDIRIZZ0 LINGUISTICO - FIRC06000E","","","NO","SI"
"2101","RRT3","ADDETTO ALL'UFFICIO TECNICO","","","NO","SI"
"2102","RRTM","ADDETTO SEGRETERIA E AMMIN.ALBERGO - ANRH010003","","","NO","SI"
"2103","RRU1","MONOENNIO ""OPERATORE GRAFICO PUBBLICITARIO""","","","NO","SI"
"2104","RRU2","MONOENNIO ""CHIMICO E BIOLOGICO""","","","NO","SI"
"2105","RRUA","BIENNIO ECONOMICO AZIENDALE E TURISTICO","1","2","NO","SI"
"2106","RRUI","BIENNIO CHIMICO E BIOLOGICO","","","NO","SI"
"2107","RRUJ","BIENNIO EDILE","","","NO","SI"
"2108","RRUK","BIENNIO ABBIGLIAMENTO E MODA","","","NO","SI"
"2109","RRUL","BIENNIO MECCANICO TERMICO","","","NO","SI"
"2110","RRUM","BIENNIO ELETTRICO ELETTRONICO","","","NO","SI"
"2111","RRUN","BIENNIO AGRARIO","1","2","NO","SI"
"2112","RRUO","BIENNIO ECONOMICO AZIENDALE LINGUA SLOVENA GORC02000D","","","NO","SI"
"2113","RRUP","BIENNIO CHIMICO BIOLOGICO LINGUA SLOVENA TSRI020002","","","NO","SI"
"2114","RRUW","BIENNIO SERVIZI SOCIALI","1","2","NO","SI"
"2115","RRUZ","BIENNIO ""PUBBLICITA'""","","","NO","SI"
"2116","RRVB","ADDETTO UFFICIO TECNICO AQRI01000Q - C340","","","NO","SI"
"2117","RRVC","ADDETTO UFFICIO TECNICO BARMO1000L - C340","","","NO","SI"
"2118","RRVL","ADDETTO UFFICIO TECNICO I  - C290","","","NO","SI"
"2119","RRVM","ADDETTO UFFICIO TECNICO II - C290","","","NO","SI"
"2120","RRVN","ADDETTO UFF. TECNICO AGRI02000X - C320","","","NO","SI"
"2121","SD01","ARTE DELL' ALABASTRO","","","NO","SI"
"2122","SD02","ARREDAMENTO","","","NO","SI"
"2123","SD04","ARTE CERAMICA","","","NO","SI"
"2124","SD05","ARTE PUBBLICITARIA","","","NO","SI"
"2125","SD06","ARTE DEI METALLI","1","5","SI","SI"
"2126","SD08","ARTE DEI METALLI E DELL'OREFICERIA","","","NO","SI"
"2127","SD09","ARTE DEI RIVESTIMENTI CERAMICI EDILIZI","","","NO","SI"
"2128","SD10","ARTE DEL CORALLO","","","NO","SI"
"2129","SD11","ARTE DEL GRES","","","NO","SI"
"2130","SD12","ARTE DEL LEGNO","1","5","SI","SI"
"2131","SD14","ARTE DEL MERLETTO E RICAMO","","","NO","SI"
"2132","SD15","ARTE DEL MOBILE","","","NO","SI"
"2133","SD17","ARTE DEL MOSAICO","","","NO","SI"
"2134","SD19","ARTE DEL TESSUTO","","","NO","SI"
"2135","SD20","ARTE DEL VETRO","","","NO","SI"
"2136","SD21","ARTE DEL VETRO E DEL CRISTALLO","","","NO","SI"
"2137","SD24","ARTE DELLA PORCELLANA","","","NO","SI"
"2138","SD25","ARTE DELLE PIETRE DURE","","","NO","SI"
"2139","SD26","ARTI DELLA GRAFICA PUBBLICITARIA E DELLA FOTOGRAFIA","","","NO","SI"
"2140","SD27","ARTI DELLA STAMPA","","","NO","SI"
"2141","SD28","ARTI GRAFICHE","","","NO","SI"
"2142","SD29","CALCOGRAFIA","","","NO","SI"
"2143","SD30","DECORAZIONE PITTORICA","1","5","SI","SI"
"2144","SD33","DECORAZIONE PLASTICA","","","NO","SI"
"2145","SD34","DISEGNATORI DI ARCHITETTURA","","","NO","SI"
"2146","SD35","DISEGNATORI DI ARCHITETTURA E ARREDAMENTO","1","5","SI","SI"
"2147","SD36","DISEGNO ANIMATO","","","NO","SI"
"2148","SD40","FOTOGRAFIA ARTISTICA","","","NO","SI"
"2149","SD41","LITOGRAFIA","","","NO","SI"
"2150","SD42","MODA E COSTUME","","","NO","SI"
"2151","SD43","OREFICERIA","","","NO","SI"
"2152","SD44","RILEGATURA ARTISTICA E RESTAURO DEL LIBRO","","","NO","SI"
"2153","SD45","SCENOTECNICA","","","NO","SI"
"2154","SD46","TECNOLOGIA CERAMICA","","","NO","SI"
"2155","SD48","XILOGRAFIA","","","NO","SI"
"2156","SD49","CORSO SPERIMENTALE","","","NO","SI"
"2157","SD50","MATERIE COMUNI C. P.","","","NO","SI"
"2158","SD52","ARREDAMENTO C. P.","","","NO","SI"
"2159","SD53","ARTE CERAMICA C. P.","","","NO","SI"
"2160","SD54","ARTE PUBBLICITARIA C. P.","","","NO","SI"
"2161","SD55","ARTE DEI METALLI C. P.","","","NO","SI"
"2162","SD56","ARTE DEI METALLI E DELL'OREFICERIA C. P.","","","NO","SI"
"2163","SD60","ARTE DEL LEGNO C. P.","","","NO","SI"
"2164","SD65","ARTE DEL TESSUTO C. P.","","","NO","SI"
"2165","SD66","ARTE DEL VETRO C. P.","","","NO","SI"
"2166","SD70","ARTI DELLA GRAFICA PUBBLICITARIA E DELLA FOTOGRAFIA  C. P.","","","NO","SI"
"2167","SD71","ARTI DELLA STAMPA C. P.","","","NO","SI"
"2168","SD72","ARTI GRAFICHE C. P.","","","NO","SI"
"2169","SD73","CALCOGRAFIA C. P.","","","NO","SI"
"2073","RRLS","MONOENNIO OPERATORE PER TELECOMUNICAZIONI SERALE","","","NO","SI"
"2170","SD74","DECORAZIONE PITTORICA C. P.","","","NO","SI"
"2171","SD75","DECORAZIONE PLASTICA C. P.","","","NO","SI"
"2172","SD76","DISEGNATORI DI ARCHITETTURA C. P.","","","NO","SI"
"2173","SD77","DISEGNATORI DI ARCHITETTURA E ARREDAMENTO C. P.","","","NO","SI"
"2174","SD78","DISEGNO ANIMATO C. P.","","","NO","SI"
"2175","SD79","FOTOGRAFIA ARTISTICA C. P.","","","NO","SI"
"2176","SD80","LITOGRAFIA C .P.","","","NO","SI"
"1991","RRGI","TECNICO GESTIONE AZIENDALE INFORMATICA","4","2","SI","SI"
"1992","RRGL","TECNICO DELLA GRAFICA PUBBLICITARIA -BOLZANO LINGUA TEDESCA","","","NO","SI"
"1993","RRGM","BIENNIO SERVIZI SOCIALI LINGUA TEDESCA","","","NO","SI"
"1994","RRGN","BIENNIO ARTE BIANCA","","","NO","SI"
"1995","RRGP","BIENNIO LIUTERIA","","","NO","SI"
"1996","RRGQ","BIENNIO ORAFO","","","NO","SI"
"1997","RRGR","BIENNIO LEGNO - NUOVO ORDINAMENTO","","","NO","SI"
"2080","RRLZ","BIENNIO ABBIGLIAMENTO E MODA SERALE","","","NO","SI"
"2186","SD95","TECNOLOGIA CERAMICA (CERAMICHE TRADIZIONALI) C. P.","","","NO","SI"
"2187","SD96","TECNOLOGIA CERAMICA (CERAMICHE SPECIALI) C. P.","","","NO","SI"
"2087","RRMG","BIENNIO CHIMICO-BIOLOGICO - BOLZANO ITALIANO","","","NO","SI"
"2188","SD98","MATERIE COMUNI","","","NO","SI"
"2189","SD99","MATERIE COMUNI","1","5","SI","SI"
"2190","SDA1","MODA","","","NO","SI"
"2191","SDA2","CONSERVAZIONE E TECNICHE ANTICHE BIDIMENSIONALE","","","NO","SI"
"2192","SDA3","CONSERVAZIONE E TECNICHE ANTICHE TRIDIMENSIONALE","","","NO","SI"
"2007","RRHM","AGROTECNICO NUOVO ORDINAMENTO - SERALE","","","NO","SI"
"2008","RRHN","TECNICO DELLA GRAFICA PUBBLICITARIA - SERALE","","","NO","SI"
"2009","RRHP","TECNICO CHIMICO E BIOLOGICO - SERALE","","","NO","SI"
"2010","RRHQ","TECNICO DELLE INDUSTRIE ELETTRICHE - NUOVO ORDINAMENTO - SERALE","","","NO","SI"
"2011","RRHR","TECNICO DEI SERVIZI SOCIALI - SERALE","4","2","SI","SI"
"2012","RRHS","ODONTOTECNICO BIENNIO POST-QUALIFICA - NUOVO ORDINAMENTO - SERALE","","","NO","SI"
"2013","RRHT","TECNICO DELLE INDUSTRIE ELETTRONICHE - NUOVO ORDINAMENTO - SERALE","","","NO","SI"
"2014","RRHU","OTTICO BIENNIO POST-QUALIFICA - NUOVO ORDINAMENTO - SERALE","","","NO","SI"
"2015","RRJA","MONOENNIO OPERATORE ELETTRONICO -NUOVO ORDINAMENTO -IB","","","NO","SI"
"2016","RRJB","MONOENNIO OPERATORE PER TELECOMUNICAZIONI -NUOVO ORDIN.-IB","","","NO","SI"
"2572","TDVL","ECONOMICO AZIENDALE - FITD100003","","","NO","SI"
"2674","TFD7","INDIRIZZO SPER.IND. E TERZ.AVANZ.TECNOL.INFORM.E DELLA COMUNIC.","","","NO","SI"
"2573","TDVM","MATEMATICO INFORMATICO - FITD100003","","","NO","SI"
"2772","TLAT","TRIENNIO RIENTRI FORM.IND.GIUR.EC.AZ.SIRIO SERALE","","","NO","SI"
"2773","TLAU","QUINQUENNIO TERRITORIO","","","NO","SI"
"2774","TLAV","QUINQUENNIO SCIENTIFICO TECNOLOGICO","","","NO","SI"
"2775","TLAW","QUINQUENNIO INFORMATICO E TELEMATICO","","","NO","SI"
"2776","TLSD","BIENNIO - RETL020003","","","NO","SI"
"2777","TLSE","SCIENTIFICO MODERNO","","","NO","SI"
"2778","TLSF","LINGUISTICO MODERNO - RETL020003","","","NO","SI"
"2779","TLSH","INFORMATICO - RETL020003","","","NO","SI"
"2682","TFDU","COSTRUZIONI AERONAUTICHE IBIS","","","NO","SI"
"2584","TF13","FISICA INDUSTRIALE","","","NO","SI"
"2585","TF14","INDUSTRIA CARTARIA","","","NO","SI"
"2586","TF16","INDUSTRIA MINERARIA","","","NO","SI"
"2587","TF17","INDUSTRIA NAVALMECCANICA","","","NO","SI"
"2588","TF18","INDUSTRIA OTTICA","","","NO","SI"
"2589","TF20","INDUSTRIA TINTORIA","","","NO","SI"
"2590","TF21","INFORMATICA","","","NO","SI"
"2591","TF23","MATERIE PLASTICHE","","","NO","SI"
"2592","TF26","METALLURGICA","","","NO","SI"
"2593","TF27","TECNOLOGIE ALIMENTARI","","","NO","SI"
"2594","TF29","TERMOTECNICA","","","NO","SI"
"2595","TF30","INFORMATICA LINGUA SLOVENA","","","NO","SI"
"2596","TF73","MATERIE PLASTICHE - APTF02000L","","","NO","SI"
"2597","TF78","CHIMICA INDUSTRIALE - BGTF04000V","","","NO","SI"
"2598","TF80","INDUSTRIA TESSILE ""ARACNE""","","","NO","SI"
"2599","TF82","QUINQUENNIO SCIENT. TECNOLOGICO BOLZANO ITALIANO","","","NO","SI"
"2600","TF86","TRIENNIO RIENTRI FORMATIVI INDIRIZZO CHIMICO - SIRIO","","","NO","SI"
"2601","TF88","INDIRIZZO GENERALE GEOMETRI","","","NO","SI"
